quarter,year,q,quarter_date,stata_qdate,gdp_real,imports_real,exports_real,ln_gdp_real,ln_imports_real,ln_exports_real,itcrm,ln_itcrm,itcrm_daily_obs,usa_gdp_real,ln_usa_gdp_real,brazil_gdp_real,ln_brazil_gdp_real,commodity_price_index,ln_commodity_price_index,commodity_monthly_obs
2012Q3,2012,3,2012-07-01,210,703461.6525301962,194333.56638199877,164111.32295096808,13.463768644498922,12.177331375885064,12.008300275008361,100.68640939862051,4.612010829331622,92,17469.65,9.76822036858282,302034.2,12.618295534978385,124.57665091101667,4.824921196425767,3
2012Q4,2012,4,2012-10-01,211,706958.0390823189,193210.37317505115,153813.21961273105,13.468726592455889,12.171534890701476,11.943494285628642,101.28646579461183,4.617952797142212,92,17489.852,9.769376105998571,302086.6,12.618469010217547,124.77757746632666,4.826532772055379,3
2013Q1,2013,1,2013-01-01,212,677085.5291731508,176602.613153124,131767.0547308842,13.425552879473315,12.08165736405908,11.788790905698727,102.87197275489662,4.633485232123409,90,17662.4,9.779193365264087,303705.2,12.623812773047284,126.59558237524666,4.840997614750911,3
2013Q2,2013,2,2013-04-01,213,776486.6027994199,190652.1070945469,168720.23462672776,13.56253466810513,12.158205617385908,12.035997205779521,100.8610373237707,4.613743701384217,91,17709.671,9.781866153529224,307918.3,12.637589767027864,117.94242023755,4.770196541283886,3
2013Q3,2013,3,2013-07-01,214,721458.9442161823,202951.05150852748,159733.63225018964,13.48903075220373,12.220720103374722,11.981262908462783,97.67574741141982,4.581653292935608,92,17860.45,9.790344050081721,309354.2,12.642242177721666,121.08771190784333,4.796515174789938,3
2013Q4,2013,4,2013-10-01,215,706597.3450225071,190526.0773657585,137569.02973944266,13.468216256502028,12.15754435323954,11.831881104580294,100.0569830049666,4.605739853746264,92,18016.147,9.799023690319984,309854.4,12.643857788708987,120.78779606454,4.794035254441455,3
2014Q1,2014,1,2014-01-01,216,671066.0466350628,174142.8791751422,119113.81889969677,13.416622841266465,12.067631385926541,11.68783477631796,111.60973802674842,4.715008304444623,90,17953.974,9.795566762170324,312481.8,12.652301506462578,120.8032223691,4.7941629603858305,3
2014Q2,2014,2,2014-04-01,217,760576.8683480041,169554.60524510773,152688.83294255967,13.541832461639395,12.040930308760307,11.936157357835489,109.951900046997,4.700042997860978,91,18185.911,9.808402452399474,307853.6,12.637379624277804,121.39264245558667,4.799030270986376,3
2014Q3,2014,3,2014-07-01,218,690879.7982516835,173099.24330165779,147198.696369442,13.4457211342921,12.061620369702739,11.899538629051841,105.11638891535725,4.655068202123399,92,18406.941,9.820483100725255,307668,12.636776558501964,113.87474015606,4.7350990737427,3
2014Q4,2014,4,2014-10-01,219,686701.4706187104,156603.1437184007,137067.84127832402,13.439654936180249,11.961470137167488,11.828231274055842,96.00269063873141,4.5643762185618595,92,18500.031,9.825527686740688,309278.8,12.641998414455324,93.79450612645999,4.541106284216501,3
2015Q1,2015,1,2015-01-01,220,672749.8113916992,160419.64644001034,116284.29138088347,13.419128788234895,11.985548450953958,11.663793259572172,88.15031676192419,4.479043502279557,90,18666.621,9.834492234617613,306865.6,12.63416514569721,74.95356385621334,4.316868773200851,3
2015Q2,2015,2,2015-04-01,221,791235.9655416702,174021.0174703611,149591.7080612978,13.58135151521108,12.06693136096168,11.915664915588618,84.59135472105598,4.437832071331978,91,18782.243,9.84066718120015,299601.6,12.610208871064879,78.94854771313,4.368796345511941,3
2015Q3,2015,3,2015-07-01,222,718281.2654497817,192990.26576942846,147404.70503841518,13.484616505932115,12.170395030187231,11.90093717843428,79.29732919416644,4.373204448302711,92,18857.418,9.84466164331584,294668.2,12.59360525655804,68.84645231621667,4.231878696123269,3
2015Q4,2015,4,2015-10-01,223,703681.5441690079,177694.95689144067,127344.36995735198,13.464081180765476,12.087823633838171,11.754650270222275,78.91481958960355,4.368369037712596,92,18892.206,9.846504735042945,292402.4,12.585886214758412,62.027853804340005,4.127583539069029,3
2016Q1,2016,1,2016-01-01,224,677652.0891157025,179480.42369351548,133430.0745609402,13.426389292322465,12.097821420759718,11.80133283353823,100.4461532068811,4.609621794926664,91,19001.69,9.852283201561416,288212.9,12.571454722128763,54.377673656026666,3.9959536588855573,3
2016Q2,2016,2,2016-04-01,225,760703.2801516564,187899.66185803575,148260.21087746305,13.541998652993522,12.143663385815243,11.906724190558702,92.58417675697508,4.528118249696455,91,19062.709,9.85548929722409,289022.2,12.574258780753322,64.41065527324668,4.165279073977732,3
2016Q3,2016,3,2016-07-01,226,694382.4757762303,193030.1033736731,146914.0315983942,13.450778205512467,12.17060143175342,11.897602875628964,92.81070122474145,4.530561948065683,92,19197.938,9.862558156415194,287439.2,12.568766638593992,65.58718781934334,4.1833803692430624,3
2016Q4,2016,4,2016-10-01,227,693173.5493470577,185783.3786412887,140767.7071609437,13.449035678777427,12.132336643024873,11.854866343850645,90.23323667222243,4.502397836716505,92,19304.352,9.868085841701404,287158.8,12.567790651826694,70.39556879289,4.254130317900173,3
2017Q1,2017,1,2017-01-01,228,681444.7661102223,194211.6667513001,134667.5744060569,13.43197047930701,12.176703908994194,11.810564608891497,88.60086092042903,4.484141574498691,90,19398.343,9.87294292903244,290082.8,12.577921678451744,73.87799125507,4.302414965668902,3
2017Q2,2017,2,2017-04-01,229,778401.6764493167,211208.75068866156,150287.56199874158,13.56499796356348,12.260602263140864,11.920305817817333,84.28033121991413,4.434148518922501,91,19506.949,9.878526040045418,292505.3,12.58623806514801,70.07398208909666,4.249551570924608,3
2017Q3,2017,3,2017-07-01,230,721120.4268527942,229079.8067032367,153867.07257565856,13.488561429854622,12.341825722711544,11.943844343561144,91.41784054722537,4.5154406513954,92,19660.766,9.886380355302267,293200.8,12.588612977503871,72.28790278676999,4.280656795480157,3
2017Q4,2017,4,2017-10-01,231,724592.9216389629,227978.62402592791,145441.11931488177,13.4933652887492,12.337007149269125,11.88752660544111,87.86449389920023,4.475795785648433,92,19882.352,9.89758778307166,294788.9,12.594014785942578,79.91544004737666,4.3809690762482605,3
2018Q1,2018,1,2018-01-01,232,707324.2680572142,225441.6687326833,144939.93221966934,13.469244493275594,12.32581672921957,11.884074675019098,94.9231091472028,4.553067186479943,90,20044.077,9.90568897762083,296535.2,12.59992120875456,85.26146271861333,4.44572256716707,3
2018Q2,2018,2,2018-04-01,233,747428.2999545744,220135.4818205716,137726.1206501707,13.52439365985317,12.301998462248342,11.833022359175997,100.92949860144779,4.614422239453308,91,20150.476,9.910983189924599,296243.7,12.598937705382573,91.13117653729,4.512299968962279,3
2018Q3,2018,3,2018-07-01,234,696101.5835218076,206728.92891598196,144474.37418546676,13.453250882002335,12.239163691929088,11.880857429530753,119.62673667113573,4.784376367294787,92,20276.154,9.917200794749824,299090.8,12.608502485201477,90.63714098687333,4.506864073712052,3
2018Q4,2018,4,2018-10-01,235,678655.6203844536,171694.68040516032,160897.22038331698,13.427869091404709,12.053473064490419,11.988521057401277,121.52981190541574,4.80015959816009,92,20304.874,9.918616234733008,298300.3,12.605855976201294,84.82029610029333,4.440534854965762,3
2019Q1,2019,1,2019-01-01,236,665848.7152997089,168867.2817768531,145979.48694396394,13.40881776951446,12.036868370454043,11.891221390435561,117.51000612667666,4.76652348848334,90,20431.641,9.924840007640276,299228,12.608961103591554,80.31423779745667,4.385946912800428,3
2019Q2,2019,2,2019-04-01,237,751784.4607771325,171113.94006205903,159369.0737788398,13.530204940541235,12.050084929747142,11.97897801007071,118.0166728094676,4.770825909479955,91,20602.275,9.933156785573171,300916.7,12.614588761244228,82.42124893009,4.411843279036459,3
2019Q3,2019,3,2019-07-01,238,683900.8985525784,176396.74291737538,166474.09168042988,13.43556830095077,12.080490958197148,12.022594970771896,122.56413731927104,4.808634462923089,92,20843.322,9.944788888154081,300973.1,12.614776170966621,76.59638222425001,4.338549846182767,3
2019Q4,2019,4,2019-10-01,239,671361.13972242,153557.48180457173,173554.69540591474,13.417062482380873,11.941830250208273,12.064248075985402,126.6782508469827,4.841650413925781,92,20985.448,9.951584524122135,303620.4,12.623533515922107,78.04469287092,4.35728164812068,3
2020Q1,2020,1,2020-01-01,240,632389.3535346101,147946.86528046793,139323.35480735442,13.357260549157733,11.90460846990851,11.844552804059061,117.96600358057067,4.770396477705973,91,20709.212,9.938333904414169,296691.6,12.600448494452454,68.09163375543666,4.220854353265426,3
2020Q2,2020,2,2020-04-01,241,609379.9894648014,118831.91607431165,136593.3283672289,13.320197308540402,11.685465303653878,11.824763384276222,113.21443479558648,4.729283673501698,91,19077.992,9.856290698373899,270333,12.507409811383058,52.19675233142333,3.955020277079989,3
2020Q3,2020,3,2020-07-01,242,614192.478404223,136935.27553956184,136347.82248110074,13.328063640746866,11.827263651857633,11.822964418077277,118.78197430605286,4.777289663985635,92,20558.879,9.931048194736347,291742.3,12.583626157341218,63.14784121161333,4.145478663122918,3
2020Q4,2020,4,2020-10-01,243,642403.3231979504,150921.0025940372,120573.80620850835,13.37297161469899,11.924511817271375,11.700017344067163,120.28744341362085,4.7898842402563115,92,20791.917,9.94231958439339,302931,12.621260335786461,68.82390291089,4.231551110631227,3
2021Q1,2021,1,2021-01-01,244,652831.9767063217,147517.1122590696,125271.19242964439,13.389075065357487,11.901699463348482,11.738236205669315,121.34966580399175,4.798676178184407,90,21082.134,9.956181230928129,305627.6,12.630122646332552,85.92560660318334,4.453481882393065,3
2021Q2,2021,2,2021-04-01,245,723516.6224906747,163057.52331432875,146242.5639765279,13.491878799897803,12.0018583213019,11.893021919196535,116.98878756330764,4.762078097413259,91,21440.929,9.973056944469892,303499.4,12.623134912543986,95.63818542888333,4.56057216947918,3
2021Q3,2021,3,2021-07-01,246,686756.4678266743,164904.0195560567,161505.18821382578,13.439735021935267,12.013118883969568,11.992292546291853,111.93286387330615,4.71789926186266,92,21617.828,9.981273623611811,303900.3,12.624454966071228,105.02549576107,4.654203137454398,3
2021Q4,2021,4,2021-10-01,247,696134.6691121149,182089.20202110667,144860.42838246084,13.453298410703374,12.11225196698396,11.883525994961987,103.76644074349484,4.642142611554097,92,21988.737,9.998285646701525,307920.3,12.637596262236187,117.00361524598334,4.762204833858695,3
2022Q1,2022,1,2022-01-01,248,697625.284666358,182574.74792954684,135342.64275390128,13.455437396141335,12.114914945846781,11.815564936371848,101.88547272358794,4.623849366018236,90,21932.71,9.995734408788572,310143.5,12.64479037258049,136.78651911557665,4.918421455855845,3
2022Q2,2022,2,2022-04-01,249,782338.6285337352,204565.31484498063,157619.70172501827,13.570042954613045,12.22864259146652,11.967940459538246,97.54341197957987,4.5802975299815705,91,21967.045,9.997298654739424,313709.1,12.656221402364977,153.19807245803,5.031731675360693,3
2022Q3,2022,3,2022-07-01,250,732662.1638755014,201300.62896976204,157115.5484099105,13.504439979501885,12.212554736162307,11.964736790765272,90.96048197691148,4.510425148206952,92,22125.625,10.004491718064717,316921.1,12.66640812598064,150.08906269768335,5.011228869213574,3
2022Q4,2022,4,2022-10-01,251,712740.4578287385,184437.0703833809,154135.03142407967,13.476872618861714,12.12506360234815,11.945584324636247,90.56663544030137,4.506085882975411,92,22278.345,10.01137040941504,318222.2,12.670505159894049,130.02102404001667,4.867696160764509,3
